Run	Sample Characteristic[block]	Sample Characteristic Ontology Term[block]	Sample Characteristic[developmental stage]	Sample Characteristic Ontology Term[developmental stage]	Sample Characteristic[individual]	Sample Characteristic Ontology Term[individual]	Sample Characteristic[karyotype]	Sample Characteristic Ontology Term[karyotype]	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[sampling site]	Sample Characteristic Ontology Term[sampling site]	Factor Value[developmental stage]	Factor Value Ontology Term[developmental stage]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Analysed
ERR1473454	sequencing batch:FC2014_069		12 post conception weeks		1558		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			12 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473455	sequencing batch:FC2014_043		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			12 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473456	sequencing batch:FC2014_047		11 post conception weeks		11656		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			11 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473457	sequencing batch:FC2014_047		11 post conception weeks		11609		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			11 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473458	sequencing batch:FC2014_047		11 post conception weeks		11833		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			11 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473459	sequencing batch:FC2014_044		10 post conception weeks		11841		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			10 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473460	sequencing batch:FC2014_045		Carnegie Stage 21		11882		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			Carnegie Stage 21		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473461	sequencing batch:FC2014_045		Carnegie Stage 13		11903		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			Carnegie Stage 13		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473462	sequencing batch:FC2014_089		13 post conception weeks		11892		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			13 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473463	sequencing batch:FC2014_053		13 post conception weeks		11844		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			13 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	No
ERR1473464	sequencing batch:FC2014_065		11 post conception weeks		11893		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			11 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473465	sequencing batch:FC2014_080		12 post conception weeks		11683		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473466	sequencing batch:FC2014_080		12 post conception weeks		12007		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891			12 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473467	sequencing batch:FC2014_080		12 post conception weeks		11683		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473468	sequencing batch:FC2014_089		12 post conception weeks		11666		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473469	sequencing batch:FC2014_081		10 post conception weeks		11653		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	right	http://www.ebi.ac.uk/efo/EFO_0001659	10 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473470	sequencing batch:FC2014_081		10 post conception weeks		11653		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	left	http://www.ebi.ac.uk/efo/EFO_0001658	10 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473471	sequencing batch:FC2014_081		12 post conception weeks		11666		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473472	sequencing batch:FC2014_089		12 post conception weeks		11683		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	Yes
ERR1473473	sequencing batch:FC2014_032		Carnegie Stage 22		11814		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	pituitary and diencephalon		right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		pituitary and diencephalon		Yes
ERR1473474	sequencing batch:FC2014_069		12 post conception weeks		11834		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	pituitary and diencephalon				12 post conception weeks		pituitary and diencephalon		Yes
ERR1473475	sequencing batch:FC2014_066		9 post conception weeks		11873		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	pons	http://purl.obolibrary.org/obo/UBERON_0000988			9 post conception weeks		pons	http://purl.obolibrary.org/obo/UBERON_0000988	Yes
ERR1473476	sequencing batch:FC2014_054		16 post conception weeks		11907		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	pons	http://purl.obolibrary.org/obo/UBERON_0000988	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		pons	http://purl.obolibrary.org/obo/UBERON_0000988	Yes
ERR1473477	sequencing batch:FC2014_032		Carnegie Stage 22		11814		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473478	sequencing batch:FC2014_037		Carnegie Stage 14		11840		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 14		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473479	sequencing batch:FC2014_040		9 post conception weeks		11810		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			9 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473480	sequencing batch:FC2014_045		Carnegie Stage 19		11284		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 19		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473481	sequencing batch:FC2014_045		Carnegie Stage 21		11811		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 21		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473482	sequencing batch:FC2014_045		Carnegie Stage 21		11849		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 21		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473483	sequencing batch:FC2014_045		13 post conception weeks		11501		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			13 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473484	sequencing batch:FC2014_048		Carnegie Stage 22		1092		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 22		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	No
ERR1473485	sequencing batch:FC2014_048		Carnegie Stage 22		11868		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 22		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	No
ERR1473486	sequencing batch:FC2014_048		Carnegie Stage 22		11793		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 22		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	No
ERR1473487	sequencing batch:FC2014_048		Carnegie Stage 22		11443		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 22		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	No
ERR1473488	sequencing batch:FC2014_048		Carnegie Stage 22		11410		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 22		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	No
ERR1473489	sequencing batch:FC2014_050		Carnegie Stage 23		11860		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 23		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473490	sequencing batch:FC2014_050		Carnegie Stage 23		11843		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 23		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473491	sequencing batch:FC2014_050		Carnegie Stage 23		11824		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 23		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473492	sequencing batch:FC2014_050		Carnegie Stage 23		11444		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 23		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473493	sequencing batch:FC2014_048		Carnegie Stage 23		11402		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 23		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	No
ERR1473494	sequencing batch:FC2014_049		Carnegie Stage 19		1039		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 19		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473495	sequencing batch:FC2014_049		Carnegie Stage 19		11856		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 19		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473496	sequencing batch:FC2014_049		Carnegie Stage 19		11514		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 19		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473497	sequencing batch:FC2014_049		Carnegie Stage 18		1038		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 18		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473498	sequencing batch:FC2014_049		Carnegie Stage 18		11770		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 18		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473499	sequencing batch:FC2014_049		Carnegie Stage 18		11627		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 18		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473500	sequencing batch:FC2014_049		Carnegie Stage 18		11456		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 18		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473501	sequencing batch:FC2014_049		Carnegie Stage 17		11931		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 17		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473502	sequencing batch:FC2014_049		Carnegie Stage 16		11513		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Carnegie Stage 16		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473503	sequencing batch:FC2014_050		9 post conception weeks		849		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			9 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473504	sequencing batch:FC2014_050		9 post conception weeks		11881		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			9 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473505	sequencing batch:FC2014_050		9 post conception weeks		11874		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			9 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473506	sequencing batch:FC2014_050		Late 8 post conception weeks		11869		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Late 8 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473507	sequencing batch:FC2014_050		Late 8 post conception weeks		11800		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Late 8 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473508	sequencing batch:FC2014_050		Late 8 post conception weeks		11492		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			Late 8 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473509	sequencing batch:FC2014_065		12 post conception weeks		1650		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			12 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473510	sequencing batch:FC2014_065		12 post conception weeks		898		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			12 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473511	sequencing batch:FC2014_065		12 post conception weeks		11429		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			12 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473512	sequencing batch:FC2014_065		11 post conception weeks		11787		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			11 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473513	sequencing batch:FC2014_065		11 post conception weeks		1210		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			11 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473514	sequencing batch:FC2014_065		11 post conception weeks		11806		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			11 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473515	sequencing batch:FC2014_065		10 post conception weeks		1263		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			10 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473516	sequencing batch:FC2014_073		10 post conception weeks		1874		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			10 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473517	sequencing batch:FC2014_073		10 post conception weeks		11880		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			10 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473518	sequencing batch:FC2014_073		10 post conception weeks		11573		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240			10 post conception weeks		spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	Yes
ERR1473519	sequencing batch:FC2014_048		Carnegie Stage 23		1456		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	stomach	http://purl.obolibrary.org/obo/UBERON_0000945			Carnegie Stage 23		stomach	http://purl.obolibrary.org/obo/UBERON_0000945	No
ERR1473520	sequencing batch:FC2014_038		Carnegie Stage 23		1406		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473521	sequencing batch:FC2014_038		Carnegie Stage 23		1406		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473522	sequencing batch:FC2014_038		Carnegie Stage 23		11823		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473523	sequencing batch:FC2014_038		Carnegie Stage 23		11823		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473524	sequencing batch:FC2014_030		Carnegie Stage 23		11884		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473525	sequencing batch:FC2014_030		Carnegie Stage 23		11884		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473526	sequencing batch:FC2014_032		Carnegie Stage 22		11814		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473527	sequencing batch:FC2014_035, FC2014_117		Carnegie Stage 22		11828		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473528	sequencing batch:FC2014_035, FC2014_117		Carnegie Stage 22		11828		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473529	sequencing batch:FC2014_035		Carnegie Stage 22		11828		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473530	sequencing batch:FC2014_035		Carnegie Stage 22		11829		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473531	sequencing batch:FC2014_035		Carnegie Stage 22		11829		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473532	sequencing batch:FC2014_043		Carnegie Stage 22		11865		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473533	sequencing batch:FC2014_035		Carnegie Stage 22		11871		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473534	sequencing batch:FC2014_035		Carnegie Stage 22		11871		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473535	sequencing batch:FC2014_035		Carnegie Stage 22		11878		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473536	sequencing batch:FC2014_037		Carnegie Stage 22		11878		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 22		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473537	sequencing batch:FC2014_037		16 post conception weeks		11947		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473538	sequencing batch:FC2014_066, FC2014_117		9 post conception weeks		11912		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473539	sequencing batch:FC2014_066, FC2014_117		9 post conception weeks		11912		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
