Run	Sample Characteristic[block]	Sample Characteristic Ontology Term[block]	Sample Characteristic[developmental stage]	Sample Characteristic Ontology Term[developmental stage]	Sample Characteristic[individual]	Sample Characteristic Ontology Term[individual]	Sample Characteristic[karyotype]	Sample Characteristic Ontology Term[karyotype]	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[sampling site]	Sample Characteristic Ontology Term[sampling site]	Factor Value[developmental stage]	Factor Value Ontology Term[developmental stage]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Analysed
ERR1473186	sequencing batch:FC2014_040		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473187	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473188	sequencing batch:FC2014_066		9 post conception weeks		11873		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473189	sequencing batch:FC2014_075		9 post conception weeks		11873		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473190	sequencing batch:FC2014_054		16 post conception weeks		11907		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473191	sequencing batch:FC2014_055		14 post conception weeks		11900		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956			14 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473192	sequencing batch:FC2014_058		12 post conception weeks		11834		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473193	sequencing batch:FC2014_058		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473194	sequencing batch:FC2014_058		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473195	sequencing batch:FC2014_044		11 post conception weeks		11833		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473196	sequencing batch:FC2014_075		11 post conception weeks		11930		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473197	sequencing batch:FC2014_044		11 post conception weeks		11942		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473198	sequencing batch:FC2014_044		10 post conception weeks		11841		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	10 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473199	sequencing batch:FC2014_044		17 post conception weeks		11921		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	17 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473200	sequencing batch:FC2014_081		12 post conception weeks		12007		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473201	sequencing batch:FC2014_081		11 post conception weeks		11930		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473202	sequencing batch:FC2014_089		12 post conception weeks		12007		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473203	sequencing batch:FC2014_054		15 post conception weeks		1117		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	15 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473204	sequencing batch:FC2014_055		13 post conception weeks		1923		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	13 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473205	sequencing batch:FC2014_058		13 post conception weeks		1923		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	13 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473206	sequencing batch:FC2014_058		12 post conception weeks		11834		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473207	sequencing batch:FC2014_055		12 post conception weeks		1835		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956			12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473208	sequencing batch:FC2014_054		16 post conception weeks		11907		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473209	sequencing batch:FC2014_055		14 post conception weeks		11900		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956			14 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473210	sequencing batch:FC2014_043		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473211	sequencing batch:FC2014_044		11 post conception weeks		11833		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473212	sequencing batch:FC2014_044		10 post conception weeks		11841		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	10 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473213	sequencing batch:FC2014_044		17 post conception weeks		11921		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	17 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473214	sequencing batch:FC2014_080		9 post conception weeks		11851		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473215	sequencing batch:FC2014_080		12 post conception weeks		12007		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473216	sequencing batch:FC2014_081		11 post conception weeks		11930		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473217	sequencing batch:FC2014_081		11 post conception weeks		11930		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473218	sequencing batch:FC2014_054		16 post conception weeks		1107		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473219	sequencing batch:FC2014_054		15 post conception weeks		1117		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	15 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473220	sequencing batch:FC2014_058		13 post conception weeks		1923		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	13 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473221	sequencing batch:FC2014_058		12 post conception weeks		11834		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473222	sequencing batch:FC2014_035		9 post conception weeks		11820		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473223	sequencing batch:FC2014_055		12 post conception weeks		1835		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956			12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473224	sequencing batch:FC2014_081		9 post conception weeks		11820		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473225	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473226	sequencing batch:FC2014_066		9 post conception weeks		11873		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473227	sequencing batch:FC2014_054		16 post conception weeks		11907		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473228	sequencing batch:FC2014_043		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473229	sequencing batch:FC2014_043		11 post conception weeks		11833		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473230	sequencing batch:FC2014_080		9 post conception weeks		11851		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473231	sequencing batch:FC2014_080		12 post conception weeks		12007		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473232	sequencing batch:FC2014_081		11 post conception weeks		11930		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473233	sequencing batch:FC2014_081		11 post conception weeks		11930		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473234	sequencing batch:FC2014_073		16 post conception weeks		1107		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473235	sequencing batch:FC2014_054		16 post conception weeks		1107		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473236	sequencing batch:FC2014_054		15 post conception weeks		1117		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	15 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473237	sequencing batch:FC2014_032		9 post conception weeks		11820		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473238	sequencing batch:FC2014_035		9 post conception weeks		11820		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473239	sequencing batch:FC2014_058		12 post conception weeks		1835		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956			12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473240	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473241	sequencing batch:FC2014_066		9 post conception weeks		11873		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473242	sequencing batch:FC2014_054		16 post conception weeks		11907		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473243	sequencing batch:FC2014_055		14 post conception weeks		11900		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956			14 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473244	sequencing batch:FC2014_058		12 post conception weeks		11834		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473245	sequencing batch:FC2014_043		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
